#ncbi_taxid	cluster_id	cluster_size	best_described_by
9606	CL:38116	6	mixed, incl. Potassium voltage-gated channel, and positive regulation of inhibitory postsynaptic potential
9606	CL:38127	6	mixed, incl. Microtubule-associated tumour suppressor 1, and Polyamine-modulated factor 1-binding protein 1
9606	CL:38138	36	mostly uncharacterized, incl. Cytochrome b561/ferric reductase transmembrane, and Apolipoprotein L
9606	CL:38139	22	mixed, incl. Cytochrome b561/ferric reductase transmembrane, and Apolipoprotein L
9606	CL:38140	11	mixed, incl. Cytochrome b561/ferric reductase transmembrane, and Spermatogenesis-associated protein 45
9606	CL:38142	5	mixed, incl. Spermatogenesis-associated protein 45, and SH3-binding 5
9606	CL:38161	11	mixed, incl. Apolipoprotein L, and LRAT-like domain
9606	CL:38162	6	mixed, incl. MMS22-like, C-terminal, and E3 ubiquitin-protein ligase RFWD3
9606	CL:38173	5	Retinoic acid receptor responder protein 3, and Apolipoprotein L
9606	CL:3818	19	inflammasome complex, and negative regulation of interleukin-1 secretion
9606	CL:38183	10	mixed, incl. GON-4-like protein, and UPF0731 family
9606	CL:38184	5	mixed, incl. GON-4-like protein, and 3-beta hydroxysteroid dehydrogenase/isomerase
9606	CL:38193	5	mixed, incl. UPF0731 family, and Transmembrane Fragile-X-F protein 
9606	CL:3821	12	inflammasome complex
9606	CL:38210	37	mostly uncharacterized, incl. malate synthase activity, and Membrane transport protein
9606	CL:38211	19	mostly uncharacterized, incl. Spermatogenesis family BioT2, and CLLAC-motif containing domain
9606	CL:38212	14	mostly uncharacterized, incl. Spermatogenesis family BioT2, and Endoplasmic reticulum protein SC65
9606	CL:38214	6	mixed, incl. Spermatogenesis family BioT2, and Double C2-like domain-containing protein beta
9606	CL:38239	5	mixed, incl. CLLAC-motif containing domain, and Protein of unknown function DUF2369
9606	CL:3824	6	inflammasome complex
9606	CL:38248	18	mostly uncharacterized, incl. malate synthase activity, and Membrane transport protein
9606	CL:38250	6	mixed, incl. malate synthase activity, and Domain of unknown function DUF4485
9606	CL:38268	8	mixed, incl. snoRNA splicing, and UDP-glucosylation
9606	CL:38284	23	mostly uncharacterized, incl. Glucocorticoid modulatory element-binding protein 1/2, and Lck-interacting transmembrane adapter 1
9606	CL:38285	14	mixed, incl. Glucocorticoid modulatory element-binding protein 1/2, and Lck-interacting transmembrane adapter 1
9606	CL:38288	8	mixed, incl. Glucocorticoid modulatory element-binding protein 1/2, and Ribonuclease T2-like
9606	CL:38315	5	chiasma assembly, and SUMO transferase activity
9606	CL:38330	12	mostly uncharacterized, incl. Uncharacterised protein C2orf42, and Basal body-orientation factor 1
9606	CL:38331	7	mixed, incl. Uncharacterised protein C2orf42, and FAM70 protein
9606	CL:38344	5	mixed, incl. Basal body-orientation factor 1, and Protein of unknown function DUF4504
9606	CL:38358	42	mostly uncharacterized, incl. choline transmembrane transporter activity, and BMP receptor binding
9606	CL:38360	36	mostly uncharacterized, incl. choline transmembrane transporter activity, and BMP receptor binding
9606	CL:38361	22	mostly uncharacterized, incl. BMP receptor binding, and DHH family
9606	CL:38362	11	mixed, incl. BMP receptor binding, and DHH family
9606	CL:38363	6	mixed, incl. DHH family, and Protein FAM204A
9606	CL:38374	5	mixed, incl. Domain of unknown function DUF1308, and Protein of unknown function DUF3752
9606	CL:38383	11	mostly uncharacterized, incl. Negative regulator of p53/TP53, and Domain of unknown function DUF4371
9606	CL:38385	5	mixed, incl. Domain of unknown function DUF4371, and Protein prenyltransferase, alpha subunit
9606	CL:38405	10	mixed, incl. choline transmembrane transporter activity, and Neuronal protein 3.1 (p311)
9606	CL:38406	5	mixed, incl. Neuronal protein 3.1 (p311), and E3 ubiquitin-protein ligase Arkadia N-terminus
9606	CL:38415	5	acetylcholine biosynthetic process, and FAD transmembrane transport
9606	CL:38432	5	mixed, incl. Protein of unknown function DUF4643, and UPF0731 family
9606	CL:38441	32	mixed, incl. BEN domain, and Protein of unknown function DUF4594
9606	CL:38442	18	mixed, incl. BEN domain, and Protein of unknown function DUF4594
9606	CL:38443	11	BEN domain, and TMEM33/Pom33 family
9606	CL:38444	6	BEN domain, and TMEM33/Pom33 family
9606	CL:38455	5	BEN domain
9606	CL:38464	7	mixed, incl. Protein of unknown function DUF4594, and Nuclear RNA-splicing-associated protein
9606	CL:38478	11	mostly uncharacterized, incl. Protein BTG4, and Zygote arrest protein 1
9606	CL:38479	6	mixed, incl. Protein BTG4, and Zygote arrest protein 1
9606	CL:38490	5	mixed, incl. Pentaxin, conserved site, and GAGE family
9606	CL:38504	33	mixed, incl. Pancreatic ribonuclease, and Transport protein Avl9
9606	CL:38505	17	mixed, incl. Transport protein Avl9, and TraB family
9606	CL:38507	6	mixed, incl. Testis development-related protein, and FAM92 protein
9606	CL:38526	5	Transport protein Avl9
9606	CL:38539	15	Pancreatic ribonuclease, and Leg1
9606	CL:38542	10	Pancreatic ribonuclease
9606	CL:38544	5	Pancreatic ribonuclease
9606	CL:38569	21	mostly uncharacterized, incl. acrosomal lumen, and BRCA1-associated ATM activator 1
9606	CL:38571	8	mixed, incl. BRCA1-associated ATM activator 1, and CC2D2A N-terminal C2 domain
9606	CL:3859	12	Interleukin-36 pathway, and Interleukin-18 signaling
9606	CL:38592	6	mixed, incl. acrosomal lumen, and Sperm acrosome-associated protein 9
9606	CL:3861	5	Interleukin-36 pathway
9606	CL:38610	23	mixed, incl. FAM75 family, and Contactin-associated protein-like 3
9606	CL:38611	15	mixed, incl. FAM75 family, and Contactin-associated protein-like 3
9606	CL:38614	6	Contactin-associated protein-like 3, and FAM75 family
9606	CL:38630	5	FAM90, and RFPL defining motif (RDM)
9606	CL:38640	8	mixed, incl. NEDD4-binding protein 3, and Jumping translocation breakpoint
9606	CL:3871	6	Interleukin-18 signaling, and negative regulation of chemokine biosynthetic process
9606	CL:3882	11	Regulation of innate immune responses to cytosolic DNA, and HIN-200/IF120x
9606	CL:3884	6	mixed, incl. interferon-beta production, and actin modification
9606	CL:3903	138	Jak-STAT signaling pathway
9606	CL:3906	122	Jak-STAT signaling pathway
9606	CL:3907	102	Jak-STAT signaling pathway
9606	CL:3908	62	Jak-STAT signaling pathway
9606	CL:3909	36	Interleukin-2 family signaling, and positive regulation of T-helper 17 cell lineage commitment
9606	CL:391	6	Kallmann syndrome
9606	CL:3912	19	Interleukin receptor SHC signaling, and Interleukin 7/9 family
9606	CL:3914	13	Interleukin receptor SHC signaling
9606	CL:3916	5	interleukin-3-mediated signaling pathway, and Interleukin-3
9606	CL:3928	6	interleukin-2-mediated signaling pathway
9606	CL:3955	13	mixed, incl. positive regulation of T-helper 17 cell lineage commitment, and Interleukins 4 and 13
9606	CL:3957	5	interleukin-12 binding, and Signal transducer and activator of transcription 4
9606	CL:3969	6	Interleukins 4 and 13, and interleukin-4-mediated signaling pathway
9606	CL:3980	26	mixed, incl. growth hormone receptor signaling pathway via JAK-STAT, and Erythropoietin activates Phospholipase C gamma (PLCG)
9606	CL:3981	21	mixed, incl. growth hormone receptor signaling pathway via JAK-STAT, and Erythropoietin activates Phospholipase C gamma (PLCG)
9606	CL:3982	14	mixed, incl. Signaling by Leptin, and Erythropoietin activates Phospholipase C gamma (PLCG)
9606	CL:3984	6	Erythropoietin activates STAT5, and Thrombopoeitin
9606	CL:3998	6	PTK6 Activates STAT3, and Ig-like C2-type domain
9606	CL:40	19313	cell
9606	CL:4010	5	prolactin receptor binding, and Long hematopoietin receptor, single chain, conserved site
9606	CL:4022	5	mixed, incl. STAT1 TAZ2 binding domain, and SOCS4/SOCS5 domain
9606	CL:403	103	Axon guidance, and Hydantoinase/dihydropyrimidinase
9606	CL:4031	40	Regulation of IFNA signaling, and Interleukin-20 family signaling
9606	CL:4032	23	Regulation of IFNA signaling, and interferon receptor activity
9606	CL:4035	13	Regulation of IFNA signaling
9606	CL:4038	6	mixed, incl. type I interferon receptor activity, and STAT2, SH2 domain
9606	CL:404	90	Axon guidance, and DSCAM interactions
9606	CL:406	83	Axon guidance, and DSCAM interactions
9606	CL:4066	6	interferon-gamma receptor activity, and interferon-gamma receptor binding
9606	CL:407	69	Sema domain, and ephrin receptor activity
9606	CL:4079	13	Interleukin-20 family signaling
9606	CL:4082	7	Interleukin 22 IL-10-related T-cell-derived-inducible factor, and Tissue factor
9606	CL:409	53	Sema domain, and ephrin receptor activity
9606	CL:411	28	ephrin receptor activity, and Ephrin
9606	CL:4110	20	IL-6-type cytokine receptor ligand interactions, and hepatic immune response
9606	CL:4111	13	IL-6-type cytokine receptor ligand interactions
9606	CL:4114	5	leukemia inhibitory factor signaling pathway, and Ciliary neurotrophic factor, CNTF
9606	CL:4137	5	interleukin-6 receptor complex, and Alpha-1B-glycoprotein/leukocyte immunoglobulin-like receptor
9606	CL:4155	12	interleukin-17-mediated signaling pathway, and Interleukin-17, chordata
9606	CL:4158	7	interleukin-17-mediated signaling pathway
9606	CL:416	23	ephrin receptor activity, and Ephrin
9606	CL:4178	15	TNFs bind their physiological receptors, and POU, class 2, associating factor 1
9606	CL:4179	10	mixed, incl. TNF(Tumour Necrosis Factor) family , and BCMA, TALL-1 binding
9606	CL:4182	5	mixed, incl. BCMA, TALL-1 binding, and TACI, cysteine-rich domain
9606	CL:4198	5	Tumour necrosis factor, and TNFR/NGFR cysteine-rich region
9606	CL:420	16	ephrin receptor activity, and Ephrin
9606	CL:4207	226	mixed, incl. Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell, and Adaptive immunity
9606	CL:4208	210	mixed, incl. Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell, and Adaptive immunity
9606	CL:4209	117	mixed, incl. Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell, and T cell costimulation
9606	CL:421	11	Ephrin, and Ephrin receptor type-A /type-B
9606	CL:4211	65	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell, and Cytolysis
9606	CL:4212	52	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell, and Cytolysis
9606	CL:4213	43	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell, and FCHSD2, SH3 domain 2
9606	CL:4215	22	mixed, incl. MHC class I protein complex, and inhibitory MHC class I receptor activity
9606	CL:4218	15	MHC class I protein complex, and inhibitory MHC class I receptor activity
9606	CL:4220	8	MHC_I C-terminus, and MHC class I protein complex binding
9606	CL:423	6	Ephrin, and positive regulation of Rho guanyl-nucleotide exchange factor activity
9606	CL:4236	6	MHC class I protein complex, and inhibitory MHC class I receptor activity
9606	CL:4260	18	positive regulation of natural killer cell mediated cytotoxicity, and natural killer cell lectin-like receptor binding
9606	CL:4262	11	mixed, incl. natural killer cell lectin-like receptor binding, and MHC class Ib receptor activity
9606	CL:4264	5	natural killer cell lectin-like receptor binding, and DAP10 membrane protein
9606	CL:4284	6	positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target, and regulation of natural killer cell cytokine production
9606	CL:4300	5	mixed, incl. Granzyme B, and Granulysin-like
9606	CL:4316	11	mixed, incl. T-helper 17 cell lineage commitment, and positive regulation of interleukin-8 secretion
9606	CL:4319	6	mixed, incl. CD48 antigen, and EAT-2, SH2 domain
9606	CL:4341	51	mixed, incl. TNFs bind their physiological receptors, and T cell costimulation
9606	CL:4342	30	TNFs bind their physiological receptors, and T cell costimulation
9606	CL:4343	24	mixed, incl. TNFs bind their physiological receptors, and Cytotoxic T-lymphocyte protein 4/CD28
9606	CL:4344	14	T cell costimulation, and natural killer cell tolerance induction
9606	CL:4346	5	Cytotoxic T-lymphocyte protein 4/CD28, and positive regulation of granulocyte macrophage colony-stimulating factor biosynthetic process
9606	CL:4360	6	mixed, incl. natural killer cell tolerance induction, and B- and T-lymphocyte attenuator
9606	CL:4373	6	TNFs bind their physiological receptors
9606	CL:4390	6	mixed, incl. Roquin-1, and ICOS V-set domain
9606	CL:4401	21	mixed, incl. endogenous lipid antigen binding, and leukocyte tethering or rolling
9606	CL:4403	16	mixed, incl. endogenous lipid antigen binding, and Leukosialin
9606	CL:4405	7	mixed, incl. CD34 antigen, and T-cell surface glycoprotein CD5
9606	CL:442	5	transmembrane-ephrin receptor activity, and Ephrin type-A receptor 8
9606	CL:4422	5	endogenous lipid antigen binding, and alveolar lamellar body membrane
9606	CL:4442	93	mixed, incl. antigen receptor-mediated signaling pathway, and Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
9606	CL:4444	56	mixed, incl. T cell receptor complex, and Antigen activates B Cell Receptor (BCR) leading to generation of second messengers
9606	CL:4445	38	T cell receptor complex, and Antigen activates B Cell Receptor (BCR) leading to generation of second messengers
9606	CL:4448	17	T cell receptor complex, and Phosphorylation of CD3 and TCR zeta chains
9606	CL:4450	11	T cell receptor complex
9606	CL:4453	5	alpha-beta T cell receptor complex
9606	CL:4488	14	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers
9606	CL:4491	5	mixed, incl. Protein vav1, and positive regulation of interleukin-3 production
9606	CL:45	19308	cell
9606	CL:4506	5	phosphorylation-dependent protein binding, and Bcr-Abl oncoprotein oligomerisation
9606	CL:4520	18	mixed, incl. negative regulation of actin nucleation, and positive regulation of lipopolysaccharide-mediated signaling pathway
9606	CL:4523	5	mixed, incl. P2Y purinoceptor 8, and hypermethylation of CpG island
9606	CL:4539	5	mixed, incl. Src-like-adapter, and Pleckstrin 1, DEP domain
9606	CL:4560	34	immunoglobulin binding, and Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
9606	CL:4561	17	immunoglobulin binding, and Alpha-1B-glycoprotein/leukocyte immunoglobulin-like receptor
9606	CL:4562	11	Alpha-1B-glycoprotein/leukocyte immunoglobulin-like receptor, and IgG-binding protein
9606	CL:4566	5	IgG-binding protein, and Alpha-1B-glycoprotein/leukocyte immunoglobulin-like receptor
9606	CL:4584	5	IgE binding, and IgG receptor activity
9606	CL:4594	17	mixed, incl. lipoteichoic acid binding, and neutrophil aggregation
9606	CL:4595	10	DAP12 interactions, and interleukin-13-mediated signaling pathway
9606	CL:4599	5	mixed, incl. TYRO protein tyrosine kinase-binding protein, and Triggering receptor expressed on myeloid cells 1
9606	CL:4615	5	neutrophil aggregation, and Aquaporin 9
9606	CL:4627	16	mixed, incl. immunoglobulin complex, circulating, and Immunoglobulin V-Type
9606	CL:4628	11	mixed, incl. immunoglobulin complex, circulating, and Immunoglobulin V region
9606	CL:4630	6	immunoglobulin complex, circulating, and Protein AMBP
9606	CL:4649	5	Membrane-spanning 4-domains subfamily A, and Immunoglobulin V-Type
9606	CL:4658	89	Interferon Signaling, and positive regulation of RIG-I signaling pathway
9606	CL:4659	74	Interferon alpha/beta signaling, and Interferon gamma signaling
9606	CL:4661	66	Interferon alpha/beta signaling, and Interferon gamma signaling
9606	CL:4662	40	Interferon alpha/beta signaling, and Interferon-induced protein 44 family
9606	CL:4665	35	Interferon alpha/beta signaling
9606	CL:4668	25	type I interferon signaling pathway
9606	CL:4670	19	type I interferon signaling pathway
9606	CL:4673	14	2'-5'-oligoadenylate synthase, and type I interferon signaling pathway
9606	CL:4676	7	mixed, incl. 4Fe-4S single cluster domain, and Interferon-induced protein with tetratricopeptide repeats 3
9606	CL:468	21	Sema domain
9606	CL:471	12	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion, and semaphorin-plexin signaling pathway involved in bone trabecula morphogenesis
9606	CL:4720	7	mixed, incl. Interferon-induced protein 44 family, and positive regulation of MDA-5 signaling pathway
9606	CL:473	6	branchiomotor neuron axon guidance, and chemorepulsion of axon
9606	CL:4742	23	Guanylate-binding protein, C-terminal, and Interferon gamma signaling
9606	CL:4743	18	Guanylate-binding protein, C-terminal, and Interferon gamma signaling
9606	CL:4744	13	mixed, incl. Guanylate-binding protein, C-terminal, and E3 ubiquitin-protein ligase TRIM38, PRY/SPRY domain
9606	CL:4748	6	mixed, incl. Guanylate-binding protein, C-terminal, and E3 ubiquitin-protein ligase TRIM38, PRY/SPRY domain
9606	CL:4769	5	Guanylate-binding protein, C-terminal, and SPRY-associated domain
